code_postal,ville,nb_immeubles_cibles,total_lots_cibles,score_moyen_cibles
55500,LIGNY-EN-BARROIS,1,12,0.5
31370,BÉRAT,1,12,0.67
20230,TAGLIO-ISOLACCIO,1,12,0.67
38890,VIGNIEU,1,12,0.5
38780,OYTIER-SAINT-OBLAS,1,12,0.83
11400,LES BRUNELS,1,12,0.5
54120,BACCARAT,1,12,0.75
95650,BOISSY-L'AILLERIE,2,12,0.58
77230,SAINT-MARD,1,12,0.67
25400,ARBOUANS,1,12,0.5
95760,VALMONDOIS,2,12,0.75
34560,POUSSAN,1,11,0.73
25420,BART,2,11,0.72
95530,LA FRETTE-SUR-SEINE,1,11,0.82
38660,SAINT-VINCENT-DE-MERCUZE,1,11,0.55
66210,SAINT-PIERRE-DELS-FORCATS,1,11,0.73
35240,RETIERS,1,11,0.55
13124,PEYPIN,2,11,0.63
68720,HOCHSTATT,2,11,0.63
77810,THOMERY,1,11,0.55
25360,NANCRAY,1,11,0.73
25530,VERCEL-VILLEDIEU-LE-CAMP,2,11,0.73
57420,FLEURY,1,11,0.55
57420,VERNY,2,11,0.82
71320,TOULON-SUR-ARROUX,1,11,0.82
38220,LAFFREY,1,11,0.73
78950,GAMBAIS,1,11,0.55
57870,TROISFONTAINES,1,11,0.64
22700,LOUANNEC,1,11,0.55
58140,LORMES,1,11,0.55
43210,BAS-EN-BASSET,1,11,0.73
69700,SAINT-JEAN-DE-TOUSLAS,1,11,0.55
69620,VAL D'OINGT,2,11,0.72
56700,KERVIGNAC,1,11,0.55
17600,SAUJON,1,11,0.64
67390,ARTOLSHEIM,1,11,0.55
25520,ARC-SOUS-CICON,1,11,0.64
21310,MIREBEAU-SUR-BČZE,1,11,0.64
83390,PUGET-VILLE,1,11,0.82
83440,FAYENCE,1,11,0.55
74550,PERRIGNIER,1,11,0.73
74500,VINZIER,1,11,0.73
45120,CHÂLETTE-SUR-LOING,1,11,0.73
72500,MONTVAL-SUR-LOIR,1,11,0.73
27530,ÉZY-SUR-EURE,1,11,0.73
63370,LEMPDES,2,11,0.73
84160,CADENET,2,11,0.65
35530,NOYAL-SUR-VILAINE,1,11,0.64
90400,MEROUX-MOVAL,1,11,0.55
66760,PORTÉ-PUYMORENS,1,11,0.73
50800,VILLEDIEU-LES-POĘLES-ROUFFIGNY,1,11,0.55
35350,LA GOUESNIČRE,1,11,0.64
54630,RICHARDMÉNIL,2,11,0.72
54720,CUTRY,1,11,0.82
74310,SERVOZ,2,11,0.82
50290,BRÉHAL,1,11,0.55
89700,TONNERRE,1,11,0.82
88340,LE VAL-D'AJOL,1,11,0.55
66200,ALÉNYA,1,11,0.64
25220,ROCHE-LEZ-BEAUPRÉ,1,11,0.82
25150,PONT-DE-ROIDE-VERMONDANS,2,11,0.65
76520,GOUY,1,11,0.55
13390,AURIOL,2,11,0.63
69450,SAINT-CYR-AU-MONT-D'OR,2,11,0.65
13660,ORGON,2,11,0.63
68520,BURNHAUPT-LE-HAUT,1,11,0.82
39700,AUDELANGE,1,11,0.64
10410,SAINT-PARRES-AUX-TERTRES,1,10,0.5
28630,LE COUDRAY,1,10,0.8
60370,HERMES,1,10,0.6
68440,STEINBRUNN-LE-HAUT,1,10,0.6
85440,TALMONT-SAINT-HILAIRE,2,10,0.6
73800,LA CHAVANNE,1,10,0.9
64240,URT,2,10,0.7
74230,SERRAVAL,1,10,0.7
86400,CIVRAY,1,10,0.5
44410,LA CHAPELLE-DES-MARAIS,1,10,0.8
67330,NEUWILLER-LČS-SAVERNE,2,10,0.8
44310,SAINT-COLOMBAN,1,10,0.7
59470,WORMHOUT,1,10,0.7
34530,MONTAGNAC,2,10,0.8
60590,TRIE-CHÂTEAU,1,10,0.8
68220,FOLGENSBOURG,1,10,0.9
60440,BOISSY-FRESNOY,1,10,0.6
37260,MONTS,1,10,0.5
59493,VILLENEUVE-D'ASCQ,1,10,0.8
71260,MONTBELLET,1,10,0.8
34350,VENDRES,1,10,0.9
60510,BRESLES,1,10,0.6
26800,MONTOISON,1,10,0.8
56120,JOSSELIN,1,10,0.6
59144,GOMMEGNIES,1,10,0.5
59152,TRESSIN,1,10,0.8
77760,LA CHAPELLE-LA-REINE,1,10,0.9
27160,BRETEUIL,1,10,0.5
20221,SANTA-MARIA-POGGIO,1,10,0.8
21200,SAINTE-MARIE-LA-BLANCHE,1,10,0.5
78650,BEYNES,1,10,0.8
59134,BEAUCAMPS-LIGNY,1,10,0.6
25230,BONDEVAL,1,10,0.9
76280,GONNEVILLE-LA-MALLET,1,10,0.8
78640,VILLIERS-SAINT-FRÉDÉRIC,1,10,0.6
77100,MAREUIL-LČS-MEAUX,1,10,0.6
50140,MORTAIN-BOCAGE,1,10,0.8
6520,GRASSE,2,10,0.8
3700,BELLERIVE-SUR-ALLIER,1,10,0.9
88120,LE SYNDICAT,1,10,0.5
77460,SOUPPES-SUR-LOING,1,10,0.6
94440,MAROLLES-EN-BRIE,2,10,0.7
73000,SONNAZ,1,10,0.9
37510,SAVONNIČRES,1,10,0.6
51110,POMACLE,1,10,0.7
95820,BRUYČRES-SUR-OISE,1,10,0.6
68510,RANTZWILLER,1,10,0.7
30450,GÉNOLHAC,1,10,0.7
77450,JABLINES,1,10,0.7
95710,CHAUSSY,1,10,0.9
39350,VITREUX,1,10,0.5
10600,BARBEREY-SAINT-SULPICE,1,10,0.7
39150,LA CHAUX-DU-DOMBIEF,1,10,0.7
91510,JANVILLE-SUR-JUINE,1,10,0.5
67203,OBERSCHAEFFOLSHEIM,1,10,0.8
69690,BESSENAY,1,10,0.8
69440,SAINT-LAURENT-D'AGNY,2,10,0.7
69400,LIMAS,1,10,0.8
83210,BELGENTIER,1,10,0.9
26410,CHÂTILLON-EN-DIOIS,1,10,0.8
84530,VILLELAURE,2,10,0.8
45310,PATAY,1,10,0.8
45270,BELLEGARDE,2,10,0.8
26140,ALBON,1,10,0.6
31600,EAUNES,1,10,0.8
67430,DIEMERINGEN,1,10,0.6
73120,LA PERRIÈRE,1,10,0.9
47320,CLAIRAC,1,10,0.8
45500,GIEN,2,10,0.6
38330,SAINT-NAZAIRE-LES-EYMES,1,10,0.8
38300,ECLOSE-BADINIČRES,1,10,0.5
20130,CARGČSE,1,10,0.9
35520,MELESSE,2,10,0.7
51530,MAGENTA,1,10,0.8
26350,CRÉPOL,1,10,0.8
56610,ARRADON,1,10,0.9
69380,CHESSY,1,10,0.9
57330,KANFEN,1,10,0.9
70100,ARC-LČS-GRAY,1,10,0.9
78460,CHEVREUSE,1,10,0.6
74910,SEYSSEL,1,10,0.6
40700,HAGETMAU,1,10,0.7
14110,CONDÉ-EN-NORMANDIE,2,10,0.7
69270,ROCHETAILLÉE-SUR-SAÔNE,1,10,0.9
34820,TEYRAN,1,10,0.8
78660,ABLIS,1,10,0.9
17590,SAINT-CLÉMENT-DES-BALEINES,1,10,0.7
71110,MARCIGNY,1,10,0.5
80460,WOIGNARUE,1,10,0.9
22100,LANVALLAY,1,10,0.7
49220,LE LION-D'ANGERS,1,10,0.5
95690,NESLES-LA-VALLÉE,1,9,0.78
95580,ANDILLY,1,9,0.78
34920,LE CRČS,1,9,0.78
60530,LE MESNIL-EN-THELLE,1,9,0.78
68380,BREITENBACH-HAUT-RHIN,1,9,0.78
64220,UHART-CIZE,1,9,0.89
54240,JŚUF,1,9,0.89
31810,VENERQUE,1,9,0.78
85310,NESMY,1,9,0.89
40260,CASTETS,1,9,0.67
74130,GLIČRES-VAL-DE-BORNE,1,9,0.56
74100,JUVIGNY,1,9,0.89
54230,NEUVES-MAISONS,1,9,0.78
87700,AIXE-SUR-VIENNE,1,9,0.78
87210,LE DORAT,1,9,0.89
44140,REMOUILLÉ,1,9,0.78
59235,BERSÉE,1,9,0.89
34320,ROUJAN,1,9,0.78
66120,TARGASONNE,1,9,0.89
88650,SAINT-LÉONARD,1,9,0.56
83570,CARCČS,1,9,0.89
84150,JONQUIČRES,1,9,0.89
64200,ARCANGUES,1,9,0.78
74500,LUGRIN,1,9,0.78
74210,GIEZ,1,9,0.67
26570,REILHANETTE,1,9,0.89
84220,ROUSSILLON,1,9,0.67
85170,BELLEVIGNY,1,9,0.67
56360,SAUZON,1,9,0.67
20230,SANTA-LUCIA-DI-MORIANI,1,9,0.56
33160,SAINT-AUBIN-DE-MÉDOC,1,9,0.67
25140,FOURNET-BLANCHEROCHE,1,9,0.89
76530,GRAND-COURONNE,1,9,0.56
59270,BAILLEUL,1,9,0.89
5400,VEYNES,1,9,0.89
77127,LIEUSAINT,1,9,0.78
7700,SAINT-MARTIN-D'ARDČCHE,1,9,0.67
33360,LATRESNE,1,9,0.67
21220,GEVREY-CHAMBERTIN,1,9,0.78
25870,CHÂTILLON-LE-DUC,1,9,0.67
54810,LONGLAVILLE,1,9,0.89
18200,ORVAL,1,9,0.56
77181,COURTRY,1,9,0.78
85310,LA CHAIZE-LE-VICOMTE,1,9,0.89
67170,WINGERSHEIM LES QUATRE BANS,1,9,0.89
38190,LE CHAMP-PRČS-FROGES,1,9,0.89
57255,SAINTE-MARIE-AUX-CHĘNES,1,9,0.78
82500,BEAUMONT-DE-LOMAGNE,1,9,0.78
80440,BOVES,1,9,0.89
16800,SOYAUX,1,9,0.78
57550,FALCK,1,9,0.67
80800,VILLERS-BRETONNEUX,1,9,0.89
25640,VILLERS-GRÉLOT,1,9,0.89
78820,JUZIERS,1,9,0.67
34800,NÉBIAN,1,9,0.89
57920,KLANG,1,9,0.56
45390,PUISEAUX,1,9,0.56
57600,ŚTING,1,9,0.56
13480,CABRIČS,1,9,0.56
1410,MIJOUX,1,9,0.78
62140,HESDIN,1,9,0.78
68580,SEPPOIS-LE-HAUT,1,9,0.89
68500,JUNGHOLTZ,1,9,0.89
25480,MISEREY-SALINES,1,9,0.67
42130,MARCILLY-LE-CHÂTEL,1,9,0.78
66400,REYNČS,1,9,0.89
29550,SAINT-NIC,1,9,0.67
77515,SAINT-AUGUSTIN,1,9,0.56
45130,HUISSEAU-SUR-MAUVES,1,9,0.56
95270,VIARMES,1,9,0.89
44570,TRIGNAC,1,9,0.67
17113,MORNAC-SUR-SEUDRE,1,9,0.89
91590,D'HUISON-LONGUEVILLE,1,9,0.89
39210,LE LOUVEROT,1,9,0.89
67290,WIMMENAU,1,9,0.78
95500,LE THILLAY,1,9,0.56
12150,SÉVÉRAC D'AVEYRON,1,9,0.89
59380,BERGUES,1,8,0.5
59390,TOUFFLERS,1,8,0.5
59420,MOUVAUX,1,8,0.5
60340,SAINT-LEU-D'ESSERENT,1,8,0.5
71240,SENNECEY-LE-GRAND,1,8,0.5
44170,NOZAY,1,8,0.62
44190,GORGES,1,8,0.75
91750,CHEVANNES,1,8,0.75
91810,VERT-LE-GRAND,1,8,0.5
67980,HANGENBIETEN,1,8,0.5
50740,CAROLLES,1,8,0.62
5350,SAINT-VÉRAN,1,8,0.75
85600,LA GUYONNIČRE,1,8,0.88
65400,ARRENS-MARSOUS,1,8,0.62
73460,GRÉSY-SUR-ISČRE,1,8,0.75
25300,CHAFFOIS,1,8,0.88
25160,OYE-ET-PALLET,1,8,0.62
77130,VILLE-SAINT-JACQUES,1,8,0.5
77133,MACHAULT,1,8,0.88
29500,ERGUÉ-GABÉRIC,1,8,0.5
50350,DONVILLE-LES-BAINS,1,8,0.5
21800,CRIMOLOIS,1,8,0.75
21800,NEUILLY-CRIMOLOIS,1,8,0.88
62360,LA CAPELLE-LČS-BOULOGNE,1,8,0.5
57450,THÉDING,1,8,0.75
7200,AUBENAS,1,8,0.5
57240,NILVANGE,1,8,0.75
80230,SAINT-VALERY-SUR-SOMME,1,8,0.62
80480,DURY,1,8,0.88
57330,ENTRANGE,1,8,0.5
66690,SAINT-ANDRÉ,1,8,0.62
90400,ANDELNANS,1,8,0.75
71640,JAMBLES,1,8,0.5
66670,BAGES,1,8,0.75
25620,MAMIROLLE,1,8,0.5
57600,FOLKLING,1,8,0.5
34230,PAULHAN,1,8,0.62
78270,PORT-VILLEZ,1,8,0.5
78310,COIGNIČRES,1,8,0.75
78440,ISSOU,1,8,0.75
22560,PLEUMEUR-BODOU,1,8,0.88
24660,COULOUNIEIX-CHAMIERS,1,8,0.5
43300,PINOLS,1,8,0.5
69420,TUPIN-ET-SEMONS,1,8,0.62
14370,MOULT-CHICHEBOVILLE,1,8,0.5
57510,PUTTELANGE-AUX-LACS,1,8,0.88
7000,SAINT-PRIEST,1,8,0.5
42380,SAINT-BONNET-LE-CHÂTEAU,1,8,0.62
77850,HÉRICY,1,8,0.88
76860,QUIBERVILLE,1,8,0.88
76210,GRUCHET-LE-VALASSE,1,8,0.75
34140,LOUPIAN,1,8,0.75
33440,AMBARČS-ET-LAGRAVE,1,8,0.62
60790,VALDAMPIERRE,1,8,0.62
20215,VENZOLASCA,1,8,0.75
20232,ZONZA,1,8,0.5
33160,SAINT-MÉDARD-EN-JALLES,1,8,0.75
62126,WIMILLE,1,8,0.88
21170,LOSNE,1,8,0.62
83440,TOURRETTES,1,8,0.88
54470,ESSEY-ET-MAIZERAIS,1,8,0.88
54560,AUDUN-LE-ROMAN,1,8,0.88
1800,MEXIMIEUX,1,8,0.88
73130,SAINT-ÉTIENNE-DE-CUINES,1,8,0.75
68210,MANSPACH,1,8,0.62
69440,SAINTE-CATHERINE,1,8,0.5
26300,BÉSAYES,1,8,0.5
67390,RICHTOLSHEIM,1,8,0.75
91610,BALLANCOURT-SUR-ESSONNE,1,8,0.5
29260,LESNEVEN,1,8,0.75
31470,FONTENILLES,1,8,0.5
8500,REVIN,1,8,0.88
6540,BREIL-SUR-ROYA,1,8,0.5
27700,LES ANDELYS,1,8,0.62
27730,BUEIL,1,8,0.75
74470,LULLIN,1,8,0.5
57070,VANTOUX,1,8,0.75
20276,SARTČNE,1,8,0.88
83330,LE CASTELLET,1,8,0.88
83340,LE CANNET-DES-MAURES,1,8,0.62
26390,HAUTERIVES,1,8,0.5
26600,GRANGES-LES-BEAUMONT,1,8,0.5
56400,BRECH,1,8,0.75
56190,BILLIERS,1,8,0.75
74360,BONNEVAUX,1,8,0.62
74360,VACHERESSE,1,8,0.62
44360,VIGNEUX-DE-BRETAGNE,1,8,0.5
88360,RUPT-SUR-MOSELLE,1,8,0.88
88470,NOMPATELIZE,1,8,0.5
57840,OTTANGE,1,8,0.88
57620,SAINT-LOUIS-LČS-BITCHE,1,8,0.75
17220,LA JARRIE,1,8,0.62
17400,SAINT-JEAN-D'ANGÉLY,1,8,0.5
17430,TONNAY-CHARENTE,1,8,0.62
71120,CHAROLLES,1,8,0.75
71150,FONTAINES,1,8,0.88
67850,HERRLISHEIM,1,8,0.62
29120,PLOMEUR,1,8,0.62
74140,MASSONGY,1,8,0.88
38650,MONESTIER-DE-CLERMONT,1,8,0.75
54260,LONGUYON,1,8,0.75
54340,POMPEY,1,8,0.75
52150,BOURMONT-ENTRE-MEUSE-ET-MOUZON,1,8,0.75
15800,VIC-SUR-CČRE,1,8,0.5
38380,SAINT-PIERRE-D'ENTREMONT,1,8,0.5
68320,BISCHWIHR,1,8,0.62
64990,LAHONCE,1,8,0.5
60350,PIERREFONDS,1,8,0.75
60370,BERTHECOURT,1,8,0.75
78200,PERDREAUVILLE,1,8,0.5
35130,LA GUERCHE-DE-BRETAGNE,1,8,0.75
57970,KŚNIGSMACKER,1,8,0.88
60175,VILLENEUVE-LES-SABLONS,1,8,0.88
68700,UFFHOLTZ,1,8,0.75
30760,AIGUČZE,1,8,0.62
13122,VENTABREN,1,8,0.88
30460,LASALLE,1,8,0.75
30520,SAINT-MARTIN-DE-VALGALGUES,1,8,0.62
95450,US,1,8,0.5
12450,CALMONT,1,8,0.5
77240,CESSON,1,8,0.62
34610,SAINT-GERVAIS-SUR-MARE,1,8,0.88
91540,MENNECY,1,8,0.5
44690,LA HAIE-FOUASSIČRE,1,8,0.75
45140,INGRÉ,1,8,0.88
77515,FAREMOUTIERS,1,8,0.62
77600,BUSSY-SAINT-MARTIN,1,8,0.75
13118,ISTRES,1,8,0.88
39160,SAINT-AMOUR,1,8,0.75
12390,RIGNAC,1,7,0.57
39400,LES ROUSSES,1,7,0.71
95190,FONTENAY-EN-PARISIS,1,7,0.86
67270,HOCHFELDEN,1,7,0.86
67310,SCHARRACHBERGHEIM-IRMSTETT,1,7,0.57
91530,SERMAISE,1,7,0.71
44640,LE PELLERIN,1,7,0.71
45160,SAINT-HILAIRE-SAINT-MESMIN,1,7,0.57
91490,DANNEMOIS,1,7,0.86
74150,MARIGNY-SAINT-MARCEL,1,7,0.57
25450,DAMPRICHARD,1,7,0.86
77430,CHAMPAGNE-SUR-SEINE,1,7,0.86
34550,BESSAN,1,7,0.71
38530,BARRAUX,1,7,0.71
30210,VERS-PONT-DU-GARD,1,7,0.57
60390,AUNEUIL,1,7,0.86
60510,LA NEUVILLE-EN-HEZ,1,7,0.86
60590,SÉRIFONTAINE,1,7,0.57
60600,BREUIL-LE-VERT,1,7,0.86
15270,LANOBRE,1,7,0.57
20190,SANTA-MARIA-SICHÉ,1,7,0.86
74270,SALLENÔVES,1,7,0.86
73800,MYANS,1,7,0.57
32490,MONFERRAN-SAVČS,1,7,0.86
32720,BARCELONNE-DU-GERS,1,7,0.57
28300,JOUY,1,7,0.86
28630,SOURS,1,7,0.86
67750,SCHERWILLER,1,7,0.57
39570,PERRIGNY,1,7,0.57
1150,SAINTE-JULIE,1,7,0.86
30200,SAINT-NAZAIRE,1,7,0.71
69490,VINDRY-SUR-TURDINE,1,7,0.57
91680,BRUYČRES-LE-CHÂTEL,1,7,0.57
91720,MAISSE,1,7,0.86
38160,SAINT-VÉRAND,1,7,0.57
44390,LES TOUCHES,1,7,0.71
88230,BAN-SUR-MEURTHE-CLEFCY,1,7,0.86
88540,BUSSANG,1,7,0.71
9000,FOIX,1,7,0.86
65500,VIC-EN-BIGORRE,1,7,0.57
56500,LOCMINÉ,1,7,0.86
26310,RECOUBEAU-JANSAC,1,7,0.57
33980,AUDENGE,1,7,0.71
62810,AVESNES-LE-COMTE,1,7,0.86
62840,SAILLY-SUR-LA-LYS,1,7,0.86
83830,CALLAS,1,7,0.57
64160,MORLAŔS,1,7,0.71
74500,LARRINGES,1,7,0.71
74540,SAINT-FÉLIX,1,7,0.86
26190,SAINT-JEAN-EN-ROYANS,1,7,0.57
25230,DASLE,1,7,0.86
25240,CHAUX-NEUVE,1,7,0.57
77165,IVERNY,1,7,0.86
45250,BRIARE,1,7,0.86
67370,WILLGOTTHEIM,1,7,0.57
31600,SAINT-CLAR-DE-RIVIČRE,1,7,0.71
31620,BOULOC,1,7,0.71
47600,NÉRAC,1,7,0.57
48000,PELOUSE,1,7,0.86
45450,FAY-AUX-LOGES,1,7,0.86
69490,SAINT-ROMAIN-DE-POPEY,1,7,0.57
62120,AIRE-SUR-LA-LYS,1,7,0.71
56130,LA ROCHE-BERNARD,1,7,0.57
35240,LE THEIL-DE-BRETAGNE,1,7,0.71
20220,ALBITRECCIA,1,7,0.86
83670,BARJOLS,1,7,0.57
26730,HOSTUN,1,7,0.71
27140,SAINT-DENIS-LE-FERMENT,1,7,0.86
84330,CAROMB,1,7,0.86
84360,MÉRINDOL,1,7,0.57
33380,MARCHEPRIME,1,7,0.71
64130,MAULÉON-LICHARRE,1,7,0.86
59191,LIGNY-EN-CAMBRÉSIS,1,7,0.71
77660,SAINT-JEAN-LES-DEUX-JUMEAUX,1,7,0.57
77730,SAÂCY-SUR-MARNE,1,7,0.86
77930,PERTHES,1,7,0.86
78125,GAZERAN,1,7,0.57
76280,CRIQUETOT-L'ESNEVAL,1,7,0.71
34150,GIGNAC,1,7,0.71
25620,TARCENAY-FOUCHERANS,1,7,0.86
25640,VENNANS,1,7,0.57
57530,COURCELLES-CHAUSSY,1,7,0.86
93250,DRANCY,1,7,0.71
43220,DUNIČRES,1,7,0.86
69390,CHARLY,1,7,0.86
83131,MONTFERRAT,1,7,0.71
21380,MESSIGNY-ET-VANTOUX,1,7,0.57
57535,MARANGE-SILVANGE,1,7,0.71
80600,DOULLENS,1,7,0.71
69360,TERNAY,1,7,0.71
22690,PLEUDIHEN-SUR-RANCE,1,7,0.57
61500,SÉES,1,7,0.86
25490,FESCHES-LE-CHÂTEL,1,7,0.57
34210,OLONZAC,1,7,0.86
60800,DUVY,1,7,0.71
57650,FONTOY,1,7,0.71
57780,ROSSELANGE,1,7,0.71
1330,LE PLANTAY,1,7,0.57
38500,SAINT-NICOLAS-DE-MACHERIN,1,7,0.71
68920,WETTOLSHEIM,1,7,0.57
11400,CASTELNAUDARY,1,7,0.71
97438,SAINTE-MARIE,1,7,0.86
73350,MONTAGNY,1,7,0.71
66480,MAUREILLAS-LAS-ILLAS,1,7,0.71
6670,SAINT-MARTIN-DU-VAR,1,7,0.86
73190,SAINT-JEOIRE-PRIEURÉ,1,7,0.71
90300,ÉLOIE,1,7,0.86
38122,COUR-ET-BUIS,1,7,0.71
67550,ECKWERSHEIM,1,7,0.57
30110,LA GRAND-COMBE,1,7,0.71
57140,SAULNY,1,7,0.86
82370,LABASTIDE-SAINT-PIERRE,1,7,0.57
62217,MERCATEL,1,7,0.57
33460,ARSAC,1,7,0.71
57330,ESCHERANGE,1,7,0.57
57480,HUNTING,1,7,0.86
34160,RESTINCLIČRES,1,7,0.71
29510,BRIEC,1,7,0.86
65370,MAULÉON-BAROUSSE,1,7,0.71
28210,COULOMBS,1,7,0.71
67370,NEUGARTHEIM-ITTLENHEIM,1,7,0.71
67370,PFULGRIESHEIM,1,7,0.71
59251,ALLENNES-LES-MARAIS,1,7,0.71
59480,LA BASSÉE,1,7,0.57
59730,SOLESMES,1,7,0.86
25300,GRANGES-NARBOZ,1,7,0.71
42130,BOËN-SUR-LIGNON,1,7,0.86
95510,AMENUCOURT,1,7,0.86
1120,MONTLUEL,1,7,0.57
95560,MONTSOULT,1,7,0.86
12700,CAPDENAC-GARE,1,6,0.5
12740,SÉBAZAC-CONCOURČS,1,6,0.67
95590,PRESLES,1,6,0.67
95660,CHAMPAGNE-SUR-OISE,1,6,0.83
95670,MARLY-LA-VILLE,1,6,0.83
40210,LABOUHEYRE,1,6,0.5
13360,ROQUEVAIRE,1,6,0.83
40110,MORCENX-LA-NOUVELLE,1,6,0.83
42152,L'HORME,1,6,0.67
13590,MEYREUIL,1,6,0.83
13650,MEYRARGUES,1,6,0.83
68720,EGLINGEN,1,6,0.5
94440,SANTENY,1,6,0.67
13111,COUDOUX,1,6,0.67
30600,VAUVERT,1,6,0.67
30800,SAINT-GILLES,1,6,0.67
30870,CLARENSAC,1,6,0.83
68520,SCHWEIGHOUSE-THANN,1,6,0.5
68580,SEPPOIS-LE-BAS,1,6,0.5
60110,MÉRU,1,6,0.83
60128,PLAILLY,1,6,0.5
34600,BÉDARIEUX,1,6,0.5
34660,COURNONTERRAL,1,6,0.67
10360,ESSOYES,1,6,0.83
25460,ÉTUPES,1,6,0.67
95470,VÉMARS,1,6,0.5
67630,SCHEIBENHARD,1,6,0.67
74130,VOUGY,1,6,0.5
32190,VIC-FEZENSAC,1,6,0.83
66210,MATEMALE,1,6,0.83
66270,LE SOLER,1,6,0.5
54330,VRONCOURT,1,6,0.5
54360,BLAINVILLE-SUR-L'EAU,1,6,0.67
54380,DIEULOUARD,1,6,0.67
85460,LA FAUTE-SUR-MER,1,6,0.83
54230,CHALIGNY,1,6,0.83
28130,CHARTAINVILLIERS,1,6,0.67
64520,BARDOS,1,6,0.67
74350,VILLY-LE-PELLOUX,1,6,0.67
85260,LES BROUZILS,1,6,0.67
38450,SAINT-GEORGES-DE-COMMIERS,1,6,0.67
38150,CHANAS,1,6,0.83
67370,STUTZHEIM-OFFENHEIM,1,6,0.67
4370,VILLARS-COLMARS,1,6,0.5
51500,TAISSY,1,6,0.67
73590,FLUMET,1,6,0.5
85740,L'ÉPINE,1,6,0.5
86270,LA ROCHE-POSAY,1,6,0.83
87400,SAINT-LÉONARD-DE-NOBLAT,1,6,0.67
5350,CHÂTEAU-VILLE-VIEILLE,1,6,0.5
51110,BOURGOGNE-FRESNE,1,6,0.5
67140,MITTELBERGHEIM,1,6,0.83
29300,TRÉMÉVEN,1,6,0.5
29390,SCAËR,1,6,0.83
50310,SAINT-MARCOUF,1,6,0.83
50430,LESSAY,1,6,0.67
50880,PONT-HÉBERT,1,6,0.5
84240,SANNES,1,6,0.67
84360,LAURIS,1,6,0.67
6390,BENDEJUN,1,6,0.83
83600,BAGNOLS-EN-FORĘT,1,6,0.83
20245,GALÉRIA,1,6,0.83
54630,FLAVIGNY-SUR-MOSELLE,1,6,0.67
54850,MÉRÉVILLE,1,6,0.67
74380,LUCINGES,1,6,0.83
21250,SEURRE,1,6,0.67
21310,BELLENEUVE,1,6,0.5
83390,PIERREFEU-DU-VAR,1,6,0.5
84450,SAINT-SATURNIN-LČS-AVIGNON,1,6,0.67
85190,AIZENAY,1,6,0.5
84190,BEAUMES-DE-VENISE,1,6,0.5
62660,BEUVRY,1,6,0.5
62720,RINXENT,1,6,0.5
63120,COURPIČRE,1,6,0.67
62000,DAINVILLE,1,6,0.67
33650,SAINT-MÉDARD-D'EYRANS,1,6,0.5
33720,LANDIRAS,1,6,0.83
33720,PODENSAC,1,6,0.67
56740,LOCMARIAQUER,1,6,0.67
56400,PLOEMEL,1,6,0.83
66120,ÉGAT,1,6,0.83
66130,ILLE-SUR-TĘT,1,6,0.5
88160,LE THILLOT,1,6,0.83
38210,VOUREY,1,6,0.83
91690,SACLAS,1,6,0.5
91720,GIRONVILLE-SUR-ESSONNE,1,6,0.67
72340,LHOMME,1,6,0.67
45430,MARDIÉ,1,6,0.83
67530,BŚRSCH,1,6,0.83
25650,MONTBENOÎT,1,6,0.83
69390,VOURLES,1,6,0.83
1460,NURIEUX-VOLOGNAT,1,6,0.67
68480,LUTTER,1,6,0.83
70360,SCEY-SUR-SAÔNE-ET-SAINT-ALBIN,1,6,0.5
43200,GRAZAC,1,6,0.67
14310,VILLERS-BOCAGE,1,6,0.83
69640,JARNIOUX,1,6,0.83
69700,LOIRE-SUR-RHÔNE,1,6,0.67
70150,CHENEVREY-ET-MOROGNE,1,6,0.83
70200,LYOFFANS,1,6,0.5
25630,SAINTE-SUZANNE,1,6,0.67
57480,WALDWISSE,1,6,0.83
62130,SAINT-POL-SUR-TERNOISE,1,6,0.5
78970,MÉZIČRES-SUR-SEINE,1,6,0.83
80450,CAMON,1,6,0.83
83149,BRAS,1,6,0.67
81580,SOUAL,1,6,0.83
82130,LAFRANÇAISE,1,6,0.5
67590,SCHWEIGHOUSE-SUR-MODER,1,6,0.5
49080,BOUCHEMAINE,1,6,0.83
49290,CHALONNES-SUR-LOIRE,1,6,0.67
73160,VIMINES,1,6,0.67
90300,OFFEMONT,1,6,0.67
38140,IZEAUX,1,6,0.83
66720,LATOUR-DE-FRANCE,1,6,0.83
66740,LAROQUE-DES-ALBČRES,1,6,0.83
67110,REICHSHOFFEN,1,6,0.83
5120,LES VIGNEAUX,1,6,0.67
73410,ENTRELACS,1,6,0.83
73420,VIVIERS-DU-LAC,1,6,0.67
66600,SALSES-LE-CHÂTEAU,1,6,0.67
68130,WAHLBACH,1,6,0.83
57640,CHARLY-ORADOUR,1,6,0.83
57680,NOVÉANT-SUR-MOSELLE,1,6,0.5
57685,AUGNY,1,6,0.5
57730,MACHEREN,1,6,0.83
78730,SAINTE-MESME,1,6,0.5
57570,RODEMACK,1,6,0.67
57570,ÉVRANGE,1,6,0.5
34310,MONTADY,1,6,0.83
60880,ARMANCOURT,1,6,0.83
60940,CINQUEUX,1,6,0.83
25520,BUGNY,1,6,0.5
25620,L'HÔPITAL-DU-GROSBOIS,1,6,0.83
22730,TRÉGASTEL,1,6,0.5
24230,VÉLINES,1,6,0.5
24650,CHANCELADE,1,6,0.67
57980,DIEBLING,1,6,0.67
